"","Smp","Model","Group","variable","value","Classification","Group2","Group3"
"659","GSE127465 NSCLC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top2",1,NA,"Primary cancer cells","Primary cancer cells"
"660","GSE168652 CC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top2",1,NA,"Primary cancer cells","Primary cancer cells"
"661","GSE162025 NPC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top2",0.99,NA,"Primary cancer cells","Primary cancer cells"
"662","GSE150430 NPC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top2",1,NA,"Primary cancer cells","Primary cancer cells"
"663","OMIX001073 GC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top2",1,NA,"Primary cancer cells","Primary cancer cells"
"664","GSE193337 PC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top2",0.98,NA,"Primary cancer cells","Primary cancer cells"
"665","GSE215120 Melanoma","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top2",1,NA,"Primary cancer cells","Primary cancer cells"
"666","GSE132465 CRC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top2",1,NA,"Primary cancer cells","Primary cancer cells"
"667","GSE148071 NSCLC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top2",1,NA,"Primary cancer cells","Primary cancer cells"
"668","GSE148071 NSCLC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top2",1,NA,"Primary cancer cells","Primary cancer cells"
"669","GSE176031 PC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top2",1,NA,"Primary cancer cells","Primary cancer cells"
"670","GSE155698 PDAC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top2",1,NA,"Primary cancer cells","Primary cancer cells"
"671","GSE168652 CC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top2",1,NA,"Primary cancer cells","Primary cancer cells"
"672","GSE127465 NSCLC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top2",0.98,NA,"Primary cancer cells","Primary cancer cells"
"673","GSE173682 EC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top2",1,NA,"Primary cancer cells","Primary cancer cells"
"674","GSE149614 HCC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top2",1,NA,"Primary cancer cells","Primary cancer cells"
"675","GSM3946506 Melanoma","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top2",1,NA,"Primary cancer cells","Primary cancer cells"
"676","GSE178318 CRC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top2",1,NA,"Primary cancer cells","Primary cancer cells"
"677","GSE150430 NPC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top2",1,NA,"Primary cancer cells","Primary cancer cells"
"678","GSE132465 CRC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"679","GSE149614 HCC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"680","OMIX001073 GC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"681","GSE176078 BC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"682","GSM3946506 Melanoma","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"683","GSE176078 BC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"684","OMIX001073 GC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"685","GSE150430 NPC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"686","GSE155698 PDAC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",0.996,NA,"Primary cancer cells","Primary cancer cells"
"687","E-MTAB-11948 CC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"688","GSE149614 HCC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"689","GSE215120 Melanoma","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"690","GSE132465 CRC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"691","GSE148071 NSCLC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"692","GSE176031 PC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"693","GSE127465 NSCLC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",0.97,NA,"Primary cancer cells","Primary cancer cells"
"694","GSE176078 BC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"695","GSE168652 CC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"696","GSE149614 HCC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",0.998,NA,"Primary cancer cells","Primary cancer cells"
"697","E-MTAB-11948 CC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"698","GSE155698 PDAC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"699","GSE150825 NPC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"700","GSE178318 CRC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"701","GSE173682 EC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"702","GSE193337 PC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"703","GSE155698 PDAC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"704","GSM3946506 Melanoma","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"705","E-MTAB-11948 CC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"706","OMIX001073 GC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",0.998,NA,"Primary cancer cells","Primary cancer cells"
"707","GSE173682 OVC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"708","GSE168652 CC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"709","GSE176078 BC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"710","GSE150825 NPC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",0.9,NA,"Primary cancer cells","Primary cancer cells"
"711","OMIX001073 GC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"712","OMIX001073 GC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"713","E-MTAB-11948 CC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"714","GSE162025 NPC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"715","GSE176078 BC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"716","GSE155698 PDAC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"717","GSE149614 HCC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"718","E-MTAB-11948 CC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"719","GSE178318 CRC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"720","GSE176078 BC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",0.998,NA,"Primary cancer cells","Primary cancer cells"
"721","GSM3946506 Melanoma","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"722","GSE155698 PDAC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"723","GSE215120 Melanoma","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"724","GSE149614 HCC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",0.98,NA,"Primary cancer cells","Primary cancer cells"
"725","GSE127465 NSCLC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",0.985,NA,"Primary cancer cells","Primary cancer cells"
"726","GSE127465 NSCLC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"727","GSE176031 PC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"728","GSE148071 NSCLC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"729","GSE193337 PC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"730","OMIX001073 GC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"731","GSE173682 EC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"732","GSE193337 PC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"733","GSE168652 CC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"734","E-MTAB-11948 CC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"735","GSM3946506 Melanoma","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"736","GSE132465 CRC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"737","GSE215120 Melanoma","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"738","GSE193337 PC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"739","GSE150430 NPC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"740","GSE215120 Melanoma","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"741","GSE162025 NPC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"742","GSE178318 CRC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"743","GSE173682 OVC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"744","GSE132465 CRC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"745","GSE176031 PC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"746","GSE148071 NSCLC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"747","GSE127465 NSCLC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"748","GSE162025 NPC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",0.95,NA,"Primary cancer cells","Primary cancer cells"
"749","GSE132465 CRC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"750","GSE155698 PDAC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"751","GSE173682 OVC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"752","GSE173682 EC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"753","GSE193337 PC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"754","GSE149614 HCC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"755","GSE173682 OVC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"756","GSE173682 OVC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"757","GSE178318 CRC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"758","GSE150430 NPC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"759","GSE215120 Melanoma","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",0.996,NA,"Primary cancer cells","Primary cancer cells"
"760","GSE176078 BC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
